review,rating
"""It is a great bundle of fun. Music ,games, questions etc. I luv it turns off my smart lights. I purchase 4 more smart light for my lamps in the living room and my room!""",1
"""Still getting used to Alexa, but I think she's a keeper!""",1
It does not pick up my voice unless I yell most times.,0
Sound is terrible if u want good music too get a bose,0
i do wish the dot could connect to the fire stick but both products still worked flawlessly,1
Does everything as expected and more.,1
HANDY AS HELL 10/10 RECOMMEND,1
"""Been debating on getting one, but am happy I did! Still more to explore. Thanks!""",1
Clear music,1
Love the Firestick thinking about canceling the satellite,1
Alexa was able to call my phone when I couldn?t find it and also turned on and off the light when commanded.  Then I came home a day later and it wouldn?t turn on the light but would shut it off.  Then she said I had no devices; couldn?t find my phone.  Now working again.  We will see.  Love the selection of music!,1
I will never buy anything Amazon makes again!This fire stick is not even a year old and it does nothing but restart and freeze up constantly. No warranty from Amazon in this should have been my first clue that it was a horrible device. I will never buy anything built by Amazon again.,0
Looked Brand new works great. I love these echo dots and the refurbished ones are like new,1
Easy to set-up and to use.,1
"""Why do we need to buy a $100 hub to get it to work with Samsung TV's and many other devices?  I want my money back!  This thing won't even turn on my TV unless I buy another hub.  What's the point of having a hub that doesn't support half the devices out there?  DON'T buy this thing unless you want to spend another $100 on another hub.  It won't work with many of your devices.  Just by the Echo or Dot if you must but not this.  Better yet, get a Google device.  They actually understand you when you talk.""",0
Love it. It is in my kitchen so I can watch Prime Video while cooking.,1
We have so much fun with this!  So easy to use that even my four year old loves talking to Alexa!!,1
Easy to set up and does everything it?s a poster. Despite its small size the speakers are adequate. Understands instructions from across the room. Very happy with the purchase.,1
Love the echo show. The video quality is good and of course sound is good too.,1
"""I love having Alexa around the house. My favorite features are her timers, alarms, and music. Especially her library of sleep sounds. I got this product as a gift for my kids, and they love her too. She is great for reading time, and timing 30 minutes for it.The only thing I really don't like, is that she HAS to be plugged in to an outlet to function. No ifs ands, or buts. I get why, but it is minorly inconvenient, as I have to move her from room to room, or purchase more. Lol""",1
"""Alexa helps with more than just lights or music, it helps out when your kids think they know everything and you know nothing  lol  Sweet  love it  so much so I purchased 2, Alexa has been a great purchase for my uncle whom lives by himself, when I got it he wasnt so keen on it, but now its his best friend, he tells her goodmorning and she will say it back along with a description on something that is happening today or something special that happened years ago on that day, as well as sang him Happy birthday  lolol  he now has educated him self on things he never knew, and laughs at the things she may say when he waits to see he response to something hes asked  love it, and to think I was going to hate it.""",1
"""I love Alexa! It's great helping me, making my appointments, playing the songs I like! What else can you do? Looking forward for more.""",1
"""I had some trouble with my echo dot when I first got it because of internet connection issues. After doing research online I saw from some other people that they had trouble with the 2nd generation Echo Dot. However, the same weekend I took a trip and brought my Echo Dot along to the hotel where it seemed to work just fine. Now back home, the internet connection has seemed to have gotten through it's little rough patch and I haven't had any problems since. So, if you are having connection issues with an Echo Dot then it is probably the internet and not the device.""",1
Easy to understand,1
I have used Roku & Mi Tv box. This fire TV stick is very similar. Easy to use.,1
Love having one in our bedroom and in the kitchen. Great to drop in on family around the house.,1
"""Love it. Though, wish it was portable.""",1
